Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	sigma2	theta
0	-10.46919	-8.450043	-2.019148	0	1	0	0.02044415	2.971112
10	-6.585905	-8.37657	1.790665	0.01622866	0	1	0.0102428	3.033366
20	-5.659174	-8.413643	2.754468	0.004107874	0	1	0.007848165	3.353523
30	-5.10452	-6.963608	1.859088	0.01135703	0	1	0.01266062	3.220122
40	-8.786054	-7.189261	-1.596792	0	1	0	0.01340116	3.075444
50	-5.859611	-8.662129	2.802519	0.005422356	0	1	0.006935031	3.124153
60	-4.701906	-7.008451	2.306545	0.004216656	0	1	0.01220619	3.258706
70	-8.38423	-7.475988	-0.9082421	0.04708387	0	1	0.02578708	3.474522
80	-11.00111	-8.484536	-2.516576	0.08176553	0	1	0.0175035	3.378372
90	-9.102817	-8.130818	-0.9719986	0	1	0	0.007174605	3.258374
100	-4.856857	-7.423706	2.566848	3.414764e-05	0	1	0.0119691	3.002457
110	-5.066609	-7.354836	2.288227	0.003970009	0	1	0.01260955	3.357152
120	-5.042085	-7.284412	2.242327	0.002290563	0	1	0.01454141	3.303749
130	-5.036726	-7.380463	2.343738	0.007148013	0	1	0.009934972	3.099591
140	-5.625463	-7.449714	1.824251	0.00619085	0	1	0.01764812	3.124272
150	-9.777163	-7.626463	-2.1507	0.06412622	0	1	0.03350198	3.508854
160	-6.765465	-8.144269	1.378804	0.009223509	0	1	0.02313989	3.290929
170	-8.35512	-6.960537	-1.394583	0	1	0	0.01094773	3.18769
180	-10.04797	-7.558386	-2.489582	0.07357583	0	1	0.02729476	3.586239
190	-8.752829	-8.398574	-0.3542556	0.03396134	0	1	0.03153323	3.459727
200	-8.664449	-7.441718	-1.222731	0	1	0	0.009219126	3.301428
210	-5.242017	-7.250989	2.008972	0.007175228	0	1	0.01386352	3.063362
220	-6.313985	-8.10987	1.795885	0.004218487	0	1	0.02033813	3.027679
230	-10.13458	-8.120635	-2.013949	0	1	0	0.02033813	3.092561
240	-8.656638	-7.062703	-1.593935	0	1	0	0.01336293	3.216855
250	-5.50049	-7.498577	1.998087	0.01131825	0	1	0.01104226	3.07173
260	-7.155454	-8.052438	0.8969841	0.0252666	0	1	0.01488203	3.526112
270	-5.534569	-7.065609	1.53104	0.01641013	0	1	0.01314126	3.183647
