Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	sigma2	theta
0	-7.650132	-9.70537	2.055238	0.0001967853	0	1	0.02033367	3.308191
10	-12.25347	-10.08459	-2.168874	0	1	0	0.0237462	3.046419
20	-7.725326	-9.235768	1.510442	0.01546413	0	1	0.01420403	3.152332
30	-8.275312	-9.922322	1.64701	0.0166744	0	1	0.01153438	3.186728
40	-12.16916	-10.05495	-2.114211	0	1	0	0.022483	3.400802
50	-7.588184	-9.321122	1.732939	0.006259711	0	1	0.01960457	3.316268
60	-8.986233	-9.077453	0.09122034	0.02826566	0	1	0.02752598	3.149513
70	-7.421729	-9.651711	2.229982	0.004583861	0	1	0.01316945	3.329819
80	-7.80392	-9.017299	1.213379	0.01363757	0	1	0.02129959	3.212315
90	-7.789036	-9.495737	1.706701	0.009933444	0	1	0.01619306	3.450655
100	-10.99568	-9.089377	-1.906298	0.06966896	0	1	0.01750224	3.521073
110	-9.764698	-9.713883	-0.05081536	0.02731742	0	1	0.03355831	3.522562
120	-10.38776	-8.459705	-1.92805	0.0606043	0	1	0.03058604	3.279565
130	-12.71421	-9.434412	-3.279794	0.0725766	0	1	0.05819186	3.42586
140	-8.445416	-8.924108	0.478692	0.02328012	0	1	0.02509608	3.371789
150	-8.962801	-9.516484	0.5536833	0.01930845	0	1	0.02945228	3.392907
160	-8.196009	-9.861178	1.665169	0.01172464	0	1	0.01518197	3.51927
170	-9.267819	-10.71409	1.446267	0.002854986	0	1	0.03194234	3.225887
180	-8.809404	-9.100445	0.2910408	0.02765254	0	1	0.02337333	3.54087
190	-10.56418	-9.819324	-0.7448513	0.03814588	0	1	0.03539156	3.059206
200	-9.443998	-10.07189	0.6278912	0.02241995	0	1	0.02274667	3.683295
210	-7.941388	-8.995327	1.053939	0.01563352	0	1	0.02219805	3.209571
220	-8.096722	-9.416465	1.319743	0.01001321	0	1	0.0237319	3.322035
230	-8.11353	-9.5581	1.444569	0.01785732	0	1	0.01316768	3.127742
240	-9.749684	-10.25915	0.5094649	0.02834001	0	1	0.01803809	2.944083
250	-9.544472	-8.400618	-1.143855	0.05506778	0	1	0.01937549	3.3945
260	-8.972801	-9.685939	0.7131383	0.01998343	0	1	0.02412791	3.59225
270	-7.677649	-9.199258	1.521609	0.009024696	0	1	0.02056223	3.161
280	-9.642211	-11.02379	1.381575	0.01139087	0	1	0.02056223	3.755508
290	-7.232009	-9.42551	2.193501	0.0009473974	0	1	0.01693856	3.185341
300	-9.523819	-10.08074	0.5569254	0.02859101	0	1	0.01694836	3.647048
310	-7.515168	-9.519105	2.003936	0.003082219	0	1	0.01804404	3.046339
320	-7.39507	-9.524098	2.129028	0.0003256875	0	1	0.01874374	3.183059
330	-7.551311	-9.29859	1.747279	0.005853731	0	1	0.0197954	3.2639
340	-9.614724	-10.99323	1.378508	0.003937006	0	1	0.03206149	2.91469
350	-10.45107	-10.73739	0.2863207	0.03475863	0	1	0.01542153	3.6795
360	-9.472899	-9.474225	0.001326074	0.03842027	0	1	0.0165115	3.573846
370	-11.34665	-11.60535	0.2587042	0.01814848	0	1	0.04236825	2.832536
380	-7.984099	-9.938892	1.954793	0.0116292	0	1	0.01142876	3.309188
390	-10.65055	-9.05688	-1.593669	0.06362778	0	1	0.01830597	3.32291
400	-9.644816	-9.932167	0.2873512	0.03815787	0	1	0.01259829	3.412621
410	-7.947383	-10.07327	2.125891	0.002218651	0	1	0.0168099	2.893585
420	-11.05481	-8.816544	-2.238261	0.07439178	0	1	0.01844487	3.470972
430	-8.642454	-10.45661	1.81416	0.001874578	0	1	0.02343105	2.853663
440	-9.60818	-11.43473	1.826549	4.840688e-05	0	1	0.02578387	3.715531
450	-13.06593	-8.982434	-4.0835	0.09036037	0	1	0.04537567	3.715531
460	-8.695886	-9.044996	0.3491096	0.02439791	0	1	0.02673948	3.184347
470	-9.200296	-10.84586	1.645565	0.005895374	0	1	0.02186089	3.696563
480	-9.362379	-10.93212	1.569739	0.00179759	0	1	0.03005528	3.501686
490	-8.696633	-8.97512	0.278487	0.02658818	0	1	0.02520746	3.468729
500	-11.28759	-9.579703	-1.707883	0	1	0	0.01497574	3.299088
510	-11.32741	-9.556099	-1.771309	0	1	0	0.01595637	3.305563
520	-12.64782	-13.08775	0.4399341	0.01726776	0	1	0.03723659	2.482607
530	-8.69614	-10.50478	1.808639	0.01196513	0	1	0.01296698	3.545305
540	-9.422772	-11.11112	1.688349	0.0005961827	0	1	0.0286608	3.584659
550	-8.277681	-9.434518	1.156837	0.02168227	0	1	0.01400103	3.434724
560	-12.55155	-10.71074	-1.84081	0	1	0	0.0171048	3.617277
570	-8.758083	-9.104774	0.3466909	0.02735436	0	1	0.02250173	3.543234
580	-10.2621	-10.59391	0.3318128	0.01865073	0	1	0.03822795	3.048902
590	-12.18022	-10.88015	-1.300069	0	1	0	0.009960408	3.056034
600	-7.498355	-9.209498	1.711143	0.01172957	0	1	0.01449558	3.316574
610	-8.152248	-9.244397	1.092149	0.0174314	0	1	0.01920926	3.487907
620	-8.265902	-8.648307	0.3824053	0.0265911	0	1	0.02271553	3.254201
630	-7.614487	-9.068989	1.454501	0.01242526	0	1	0.01798094	3.360396
640	-11.38697	-12.02716	0.6401846	0.02872708	0	1	0.01546931	2.846083
650	-8.551937	-9.710613	1.158676	0.0102848	0	1	0.02743484	3.22717
660	-9.670598	-9.303633	-0.3669653	0.04349364	0	1	0.01767405	3.179557
670	-11.84808	-9.800183	-2.047899	0	1	0	0.02104049	3.070831
680	-8.728706	-9.673633	0.9449268	0.01537622	0	1	0.02513456	3.518303
690	-10.38926	-9.929082	-0.460175	0.03125686	0	1	0.04002489	3.445588
700	-15.55921	-13.15717	-2.40204	0	1	0	0.02998177	3.982288
710	-13.95232	-12.48468	-1.467639	0	1	0	0.01177747	2.702335
720	-11.24272	-9.605258	-1.637459	0	1	0	0.01395737	3.138355
730	-9.12006	-8.45506	-0.6650002	0.04165814	0	1	0.02654284	3.462706
740	-7.93437	-9.432495	1.498125	0.01138773	0	1	0.01830349	3.46951
750	-9.01105	-8.72952	-0.2815297	0.03394917	0	1	0.0285461	3.315351
760	-7.543542	-9.550361	2.006819	0.007931377	0	1	0.01350352	3.354589
770	-7.521936	-9.070941	1.549005	0.01419507	0	1	0.01473268	3.224676
780	-8.6873	-10.62955	1.942251	0.000830529	0	1	0.02192788	3.602126
790	-8.554084	-9.940057	1.385972	0.0115574	0	1	0.02027124	2.884472
800	-8.530587	-9.959152	1.428566	0.0121292	0	1	0.01877957	2.884439
810	-7.739302	-9.10873	1.369428	0.01314154	0	1	0.01876502	3.390194
820	-10.20555	-11.03768	0.8321322	0.01341093	0	1	0.03160604	2.776324
830	-13.3242	-10.99382	-2.330385	0	1	0	0.02790858	2.840924
840	-9.299586	-8.829202	-0.4703841	0.03583953	0	1	0.03083036	3.378568
850	-10.4275	-9.922993	-0.5045088	0.03197513	0	1	0.04009802	3.464545
860	-11.8618	-9.781045	-2.080758	0	1	0	0.02174332	3.149536
870	-14.9117	-12.88752	-2.024176	0	1	0	0.02054721	2.459417
880	-7.29358	-9.571067	2.277488	0.0005011639	0	1	0.01599083	3.328906
890	-12.55759	-13.66949	1.1119	0.0139089	0	1	0.02319901	4.066484
900	-10.34701	-10.91633	0.5693198	0.02078436	0	1	0.02657012	3.793529
910	-13.23547	-12.57467	-0.6607969	0.02768644	0	1	0.06042646	2.900792
920	-8.575088	-8.478794	-0.09629423	0.03457724	0	1	0.02285374	3.418906
930	-9.573353	-9.078538	-0.4948141	0.04496165	0	1	0.01841318	3.573191
940	-8.059239	-9.366739	1.3075	0.01585907	0	1	0.01699798	3.484259
950	-8.891838	-10.41778	1.525946	0.009465962	0	1	0.01994551	2.799214
960	-8.959744	-9.157927	0.1981829	0.02624476	0	1	0.02787607	3.145526
970	-7.549202	-9.372938	1.823736	0.008385407	0	1	0.01578663	3.053865
980	-9.210757	-9.923832	0.7130749	0.01553783	0	1	0.03139132	3.388534
990	-12.17422	-11.80649	-0.3677373	0.0240764	0	1	0.05581349	3.353018
1000	-13.04999	-10.66491	-2.385078	0	1	0	0.02947748	3.298062
1010	-7.970503	-9.06992	1.099416	0.01606681	0	1	0.02067415	3.408638
1020	-8.949188	-9.037349	0.08816149	0.0351233	0	1	0.01839984	3.151686
1030	-11.59592	-11.66773	0.07180719	0.01840221	0	1	0.05031382	3.193167
1040	-10.72255	-9.983997	-0.7385563	0.04004502	0	1	0.03143066	2.999059
1050	-10.52256	-7.8312	-2.691356	0.07525158	0	1	0.02757741	3.481022
1060	-9.620139	-11.23545	1.615307	0.002438158	0	1	0.02764822	3.674014
1070	-10.87708	-8.946094	-1.93099	0.05524738	0	1	0.04211967	3.438088
1080	-10.91244	-9.64362	-1.268816	0.05374185	0	1	0.02374663	3.719389
1090	-7.642911	-8.869179	1.226268	0.01596817	0	1	0.01831774	3.319423
1100	-11.08521	-10.00035	-1.084861	0.05343209	0	1	0.02012208	3.709679
1110	-9.051453	-9.743307	0.6918537	0.01974301	0	1	0.02500017	2.951581
1120	-8.735155	-10.28935	1.554199	0.004467257	0	1	0.02606475	2.936763
1130	-8.552411	-9.595077	1.042666	0.02552846	0	1	0.01249935	3.310156
1140	-7.79805	-9.892718	2.094668	0.002771747	0	1	0.01678452	2.931545
1150	-8.756334	-9.929958	1.173624	0.01805177	0	1	0.01706796	3.599435
1160	-7.728615	-9.702917	1.974302	0.007230556	0	1	0.01454058	3.437587
1170	-9.163503	-8.902567	-0.2609355	0.04140894	0	1	0.01798331	3.22306
