Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	sigma2	theta
0	-28.73094	-25.04617	-3.684777	0.05585516	0	1	0.0279583	2.715745
10	-25.7937	-27.10693	1.313229	0.01420988	0	1	0.0169884	2.566812
20	-27.69594	-26.6921	-1.003846	0.03372784	0	1	0.02091917	2.883216
30	-26.2926	-28.5651	2.272494	0.00553101	0	1	0.01662701	2.684368
40	-26.40204	-28.28594	1.8839	0.0124404	0	1	0.0116238	2.434078
50	-26.79033	-25.69086	-1.099471	0.0342809	0	1	0.02168308	2.676436
60	-28.77648	-28.92481	0.14833	0.02090492	0	1	0.02641738	2.506816
70	-26.59234	-27.55136	0.9590194	0.01601292	0	1	0.0199239	2.651375
80	-25.81953	-27.53823	1.718697	0.01071048	0	1	0.01653	2.61679
90	-25.71295	-28.77704	3.064095	0.0005345965	0	1	0.01292671	2.615914
100	-25.94253	-28.96663	3.024106	0.001275697	0	1	0.01241875	2.183223
110	-27.84614	-29.77479	1.928651	0.0131619	0	1	0.01028148	2.389526
120	-25.97969	-26.27257	0.2928842	0.02319834	0	1	0.01784389	2.664553
130	-26.36984	-28.11274	1.742902	0.0104446	0	1	0.01660495	2.296125
140	-27.74192	-30.52354	2.781613	0.0004195262	0	1	0.01736073	1.987233
150	-32.31548	-30.42582	-1.889658	0	1	0	0.01796107	2.777338
160	-25.4999	-28.04353	2.543632	0.00470604	0	1	0.0138603	2.34848
170	-27.76279	-29.58934	1.826547	0.0111111	0	1	0.01421132	2.126355
180	-25.74469	-27.34353	1.598845	0.01390447	0	1	0.01319601	2.617108
190	-25.76667	-27.20093	1.43426	0.01341877	0	1	0.01639506	2.479941
200	-26.64628	-28.96405	2.317772	0.007956065	0	1	0.01222789	2.770989
210	-25.87162	-27.12513	1.253512	0.01661219	0	1	0.01391093	2.484681
220	-25.77106	-27.18768	1.416616	0.01531899	0	1	0.01358957	2.504232
230	-25.65963	-28.90239	3.242763	0.0002742298	0	1	0.01112017	2.509934
240	-35.6341	-34.20146	-1.432637	0	1	0	0.01137236	1.728467
250	-25.7907	-28.3977	2.607003	0.00493949	0	1	0.01268517	2.646353
260	-25.34925	-28.10321	2.753959	0.003603641	0	1	0.01265202	2.435867
270	-25.8174	-27.217	1.399605	0.01577468	0	1	0.01315861	2.557103
280	-26.19053	-27.73345	1.54292	0.01226324	0	1	0.01666276	2.355476
290	-28.88424	-30.90878	2.02454	0.004557431	0	1	0.02366929	2.33836
300	-26.2024	-26.44937	0.2469721	0.02434073	0	1	0.01651282	2.504396
310	-26.29836	-29.01819	2.719837	0.005129741	0	1	0.01110108	2.291962
320	-31.64746	-30.33035	-1.317111	0	1	0	0.01013161	2.138541
330	-25.65987	-28.76357	3.1037	0.0005589792	0	1	0.01239206	2.595426
340	-27.89141	-29.95757	2.066159	0.005886911	0	1	0.01966631	2.132805
350	-27.42231	-27.72319	0.3008852	0.02400117	0	1	0.01623084	2.352679
360	-30.849	-32.96039	2.111395	0.006196709	0	1	0.01817773	1.772237
370	-26.73433	-29.0282	2.293869	0.008643953	0	1	0.0116266	2.271367
380	-28.07061	-28.91608	0.8454709	0.01894651	0	1	0.01625645	2.98151
390	-27.54919	-26.77235	-0.7768379	0.03557205	0	1	0.01365886	2.649478
400	-30.72043	-29.07721	-1.643223	0.03557205	0	1	0.03248486	2.467081
410	-28.51629	-26.57337	-1.942916	0.04043303	0	1	0.02592563	2.517481
420	-26.68793	-26.8464	0.1584624	0.02295281	0	1	0.02095995	2.57634
430	-26.64363	-25.77646	-0.8671693	0.03503925	0	1	0.01583607	2.637041
440	-25.79313	-26.91828	1.125145	0.0163567	0	1	0.01625902	2.670763
450	-26.71432	-28.63203	1.91771	0.01119051	0	1	0.01286225	2.268245
460	-26.02903	-29.23841	3.209382	0.001042756	0	1	0.01058144	2.544081
470	-26.60047	-25.73498	-0.8654856	0.03290871	0	1	0.01990188	2.584285
480	-26.28296	-26.74671	0.4637446	0.02348332	0	1	0.01458521	2.750001
490	-26.27946	-26.98755	0.7080954	0.02079928	0	1	0.01526667	2.782108
500	-26.26033	-28.77945	2.51912	0.0028465	0	1	0.01736517	2.525345
510	-26.80571	-28.22966	1.423945	0.01275693	0	1	0.01779304	2.814007
520	-25.6953	-28.06216	2.36686	0.005868185	0	1	0.01458845	2.321279
530	-25.72752	-28.31748	2.589956	0.004451801	0	1	0.01360144	2.27463
540	-25.87356	-26.70371	0.8301525	0.01989598	0	1	0.01489785	2.695011
550	-30.20586	-28.57047	-1.635397	0	1	0	0.01392862	2.538459
560	-25.5413	-28.31473	2.773425	0.003590368	0	1	0.01242593	2.331581
570	-25.58938	-26.98198	1.392594	0.01478779	0	1	0.01474232	2.610681
580	-27.90123	-24.93415	-2.967084	0.05055217	0	1	0.02419185	2.643884
590	-27.31451	-24.93746	-2.377052	0.04639676	0	1	0.02100963	2.74166
600	-27.95675	-28.2787	0.3219499	0.02196526	0	1	0.01980296	2.296102
610	-25.76644	-26.44582	0.6793795	0.02035455	0	1	0.01648483	2.633871
620	-30.10747	-25.05037	-5.057092	0.06814807	0	1	0.02921742	2.793393
630	-25.79821	-27.54092	1.742718	0.01185898	0	1	0.01425431	2.395237
640	-30.0543	-28.50992	-1.544387	0	1	0	0.01271695	2.507982
650	-29.3006	-29.87903	0.5784264	0.01872019	0	1	0.02175816	3.032838
660	-28.08279	-28.80213	0.7193368	0.01872019	0	1	0.01889842	2.970453
670	-27.02487	-26.73317	-0.2916966	0.02684006	0	1	0.02160122	2.769067
680	-30.04019	-28.71948	-1.320711	0.03282987	0	1	0.03164429	2.767665
690	-26.99189	-24.99823	-1.993657	0.04301883	0	1	0.02062647	2.711671
700	-28.28339	-30.58621	2.30282	0.002988806	0	1	0.02122948	2.176643
710	-30.12479	-28.50831	-1.616482	0	1	0	0.01366764	2.518619
720	-29.58475	-27.45195	-2.132796	0.04723618	0	1	0.01502964	2.5494
730	-25.90456	-28.2038	2.299243	0.006308026	0	1	0.01488452	2.28272
740	-26.43456	-29.38927	2.95471	0.003869597	0	1	0.01005761	2.42006
750	-26.3186	-26.75035	0.4317517	0.02351812	0	1	0.01500287	2.489463
760	-27.66876	-28.05734	0.388575	0.0197349	0	1	0.0235753	2.660459
770	-27.9286	-26.28111	-1.647489	0.03784715	0	1	0.02551362	2.767645
780	-27.5522	-28.44951	0.8973093	0.0218455	0	1	0.0112843	2.686341
790	-28.43775	-30.38056	1.942812	0.008912739	0	1	0.0160436	2.012893
800	-26.57043	-29.3688	2.798376	0.001487191	0	1	0.01521201	2.098637
