Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	sigma2	theta
0	-28.13299	-29.3255	1.192501	0.01643241	0	1	0.01473188	2.75679
10	-28.80056	-29.62497	0.8244049	0.01643241	0	1	0.02128729	2.70401
20	-29.20996	-29.29263	0.08267063	0.02484129	0	1	0.01754357	2.395551
30	-28.11699	-26.98743	-1.12956	0.0353396	0	1	0.01834565	2.793463
40	-27.80171	-27.93878	0.1370729	0.02509385	0	1	0.01615448	2.709536
50	-28.42803	-30.06096	1.63293	0.01270823	0	1	0.01435006	2.786764
60	-28.5877	-28.90292	0.3152214	0.02511951	0	1	0.01347985	2.675011
70	-29.18545	-29.75931	0.5738554	0.0190383	0	1	0.02046788	2.936926
80	-28.54312	-30.93852	2.395396	0.006933244	0	1	0.01272449	2.520202
90	-29.52711	-29.70794	0.1808279	0.02543434	0	1	0.01488831	2.961439
100	-27.96445	-27.40731	-0.5571399	0.03057148	0	1	0.01758839	2.789937
110	-29.63561	-26.70182	-2.933789	0.0518742	0	1	0.01772184	2.754671
120	-28.17332	-27.01755	-1.155764	0.03416576	0	1	0.02145893	2.754671
130	-28.65707	-28.79078	0.1337071	0.02619688	0	1	0.01433774	2.829713
140	-28.40649	-29.4362	1.029712	0.01701616	0	1	0.01624661	2.441941
150	-28.33914	-30.55583	2.216687	0.007780143	0	1	0.0138468	2.644513
160	-28.4992	-29.606	1.106798	0.01598273	0	1	0.0168732	2.870687
170	-29.08297	-25.70682	-3.376155	0.05392592	0	1	0.02195489	2.712433
180	-29.08117	-25.67955	-3.401625	0.05392592	0	1	0.02252128	2.712433
190	-30.53256	-26.7843	-3.748266	0.05392592	0	1	0.03185202	2.682886
200	-29.92024	-29.43352	-0.486719	0.03204955	0	1	0.01390768	2.513633
210	-28.7465	-27.95812	-0.7883727	0.03204955	0	1	0.01880447	2.498212
220	-29.7882	-32.4479	2.659703	0.001121919	0	1	0.01864361	2.747388
230	-31.0143	-32.30651	1.292209	0.01315125	0	1	0.01920568	3.158511
240	-28.23119	-27.33558	-0.8956172	0.03161954	0	1	0.02195865	2.712458
250	-29.88859	-31.70456	1.815972	0.007630207	0	1	0.02101934	2.814532
260	-28.34752	-30.91661	2.569085	0.003864947	0	1	0.01504532	2.396274
270	-28.52765	-28.87191	0.344254	0.02428029	0	1	0.01437504	2.82409
280	-28.46239	-27.89782	-0.5645642	0.02954718	0	1	0.0198574	2.874045
290	-28.29385	-27.78079	-0.5130516	0.02954718	0	1	0.0188604	2.541945
300	-29.67487	-30.8054	1.130536	0.01319686	0	1	0.02246159	2.43259
310	-29.71427	-25.75676	-3.957512	0.05853082	0	1	0.02352898	2.767831
320	-30.5589	-32.21833	1.659438	0.009431261	0	1	0.02011932	3.045139
330	-33.23937	-31.688	-1.551368	0	1	0	0.01280604	2.445975
340	-28.66712	-31.32914	2.662017	0.004647169	0	1	0.01256787	2.401117
350	-28.09837	-30.00924	1.91087	0.009737642	0	1	0.01512237	2.6094
360	-28.49691	-29.76151	1.264598	0.01554149	0	1	0.01513481	2.852848
370	-30.20897	-33.12369	2.914715	0.0002220126	0	1	0.01596774	2.915183
380	-28.56574	-30.74733	2.181589	0.006404264	0	1	0.01671262	2.360986
390	-30.80601	-34.15082	3.344811	0.0008583128	0	1	0.00967661	2.250137
400	-28.21359	-30.21045	1.996856	0.009488089	0	1	0.01426691	2.649403
410	-28.66126	-29.30702	0.6457587	0.02106682	0	1	0.015201	2.89387
420	-28.02464	-26.75651	-1.268129	0.03647824	0	1	0.01856602	2.656872
430	-29.30187	-31.27143	1.969564	0.007032141	0	1	0.01926638	2.773797
440	-28.64765	-28.80226	0.1546085	0.02495832	0	1	0.01611475	2.476034
450	-28.26199	-30.47985	2.217857	0.007801619	0	1	0.01379761	2.528501
460	-30.55676	-29.06009	-1.496671	0.03598198	0	1	0.0246571	2.403805
470	-27.93852	-26.71622	-1.222303	0.03598198	0	1	0.01874068	2.69567
480	-28.53856	-27.1601	-1.378466	0.0354044	0	1	0.0233616	2.762487
490	-29.814	-27.71712	-2.096879	0.0400347	0	1	0.02863319	2.770119
500	-30.22885	-28.27472	-1.95413	0.0400347	0	1	0.02482417	2.454825
510	-30.63422	-26.47963	-4.154588	0.05853069	0	1	0.02865488	2.571
520	-28.49654	-26.61189	-1.884653	0.04115272	0	1	0.02045045	2.602618
530	-29.92417	-25.96541	-3.958766	0.05728607	0	1	0.02705622	2.62337
540	-29.65757	-32.49984	2.842265	0.0009682779	0	1	0.01580029	2.841743
550	-28.5968	-29.50885	0.9120567	0.01597647	0	1	0.02051516	2.675896
560	-29.55394	-30.69287	1.138937	0.01601892	0	1	0.01627392	2.269968
570	-28.65371	-30.73036	2.076652	0.006625909	0	1	0.01810976	2.56893
580	-30.38925	-31.15457	0.7653148	0.01618664	0	1	0.02320883	2.988886
590	-28.13221	-28.37836	0.2461516	0.02478632	0	1	0.01498904	2.77389
600	-28.00567	-28.99035	0.984685	0.01838891	0	1	0.01458869	2.69019
610	-31.54398	-33.81696	2.272974	0.003036182	0	1	0.02218344	2.959042
620	-28.62717	-30.72084	2.093671	0.008433079	0	1	0.01456259	2.783625
630	-28.2285	-29.86654	1.638039	0.01215319	0	1	0.01518597	2.464019
640	-28.89385	-27.08565	-1.808208	0.04087811	0	1	0.01953288	2.863336
650	-28.14236	-27.23745	-0.9049165	0.03226741	0	1	0.02062306	2.788802
660	-27.91762	-27.70016	-0.2174602	0.02767615	0	1	0.01728003	2.788802
670	-34.41749	-32.42922	-1.988268	0	1	0	0.01982249	2.396346
680	-30.49449	-30.69633	0.2018361	0.02258818	0	1	0.02000719	2.257954
690	-30.36577	-28.9869	-1.378876	0.03342275	0	1	0.02913333	2.579814
700	-28.61504	-31.03068	2.415639	0.005021145	0	1	0.01542411	2.711045
710	-28.15576	-27.89235	-0.2634054	0.02782442	0	1	0.0177966	2.842955
720	-28.16275	-28.57558	0.4128212	0.02191527	0	1	0.01746051	2.841107
730	-28.89146	-29.38549	0.4940265	0.01902999	0	1	0.02218929	2.599006
740	-29.72258	-28.81435	-0.9082273	0.02985264	0	1	0.02706575	2.76444
750	-29.64361	-30.14451	0.5008946	0.01813179	0	1	0.02435244	2.713206
760	-28.10334	-29.15307	1.049735	0.01726822	0	1	0.01548436	2.785256
770	-33.14714	-31.44087	-1.706268	0	1	0	0.01495158	2.431375
780	-28.26117	-26.6444	-1.616766	0.04007981	0	1	0.01762709	2.709469
790	-28.39547	-30.97487	2.579393	0.003391024	0	1	0.01569692	2.524397
800	-28.06303	-29.01888	0.9558456	0.01768138	0	1	0.01624478	2.524397
810	-28.9335	-31.16671	2.233208	0.005296693	0	1	0.01795231	2.316149
820	-29.99094	-28.05457	-1.936376	0.03879943	0	1	0.02797856	2.852379
830	-28.85014	-26.01915	-2.830995	0.04814184	0	1	0.02421765	2.721977
840	-29.0671	-26.65634	-2.410754	0.04377608	0	1	0.02585128	2.660625
850	-30.91801	-26.32872	-4.589286	0.06299817	0	1	0.02692861	2.56198
860	-28.08208	-27.36945	-0.7126215	0.03054098	0	1	0.02061693	2.637051
870	-31.79211	-32.74954	0.9574309	0.0155074	0	1	0.02065496	2.055555
880	-28.58654	-29.23484	0.6482977	0.01811685	0	1	0.02104978	2.672027
890	-29.22097	-30.41412	1.193147	0.01342348	0	1	0.02057328	2.394625
900	-28.86626	-26.35092	-2.515339	0.0457717	0	1	0.02298888	2.800995
910	-28.5112	-31.21584	2.704644	0.004033026	0	1	0.0128947	2.531103
920	-29.53558	-29.96405	0.4284663	0.01935189	0	1	0.02285961	2.441472
930	-28.2853	-29.96666	1.681359	0.01168706	0	1	0.01531588	2.441472
940	-27.95807	-29.31906	1.360984	0.01401015	0	1	0.01629589	2.652627
950	-28.25779	-29.85743	1.599637	0.01226004	0	1	0.01559408	2.450355
960	-29.05731	-31.58902	2.531707	0.004718927	0	1	0.01420329	2.803823
970	-28.35047	-26.51386	-1.836616	0.04164237	0	1	0.01845829	2.757451
980	-28.64247	-29.30787	0.665402	0.01830019	0	1	0.02027516	2.502085
990	-28.52742	-29.41232	0.8848966	0.02008813	0	1	0.01334395	2.597379
1000	-28.31083	-28.72026	0.4094261	0.02182979	0	1	0.01768722	2.490688
1010	-29.46995	-30.65422	1.184261	0.01341996	0	1	0.02076506	2.895203
1020	-28.50361	-31.43517	2.931555	0.001281142	0	1	0.01395648	2.56266
1030	-28.71236	-29.34911	0.6367561	0.0216849	0	1	0.01431956	2.863888
1040	-28.57309	-30.22399	1.650902	0.01025673	0	1	0.01851193	2.478359
1050	-31.53638	-27.94748	-3.588906	0.05220648	0	1	0.03288318	2.533413
1060	-28.30185	-27.06496	-1.236888	0.03531251	0	1	0.02048584	2.591938
1070	-33.99032	-32.12326	-1.867065	0	1	0	0.01755983	2.155886
1080	-28.22554	-30.12194	1.896394	0.01051486	0	1	0.01407242	2.511986
1090	-28.75633	-29.52314	0.7668067	0.01924713	0	1	0.01648881	2.929924
1100	-30.41614	-27.69778	-2.71836	0.04494492	0	1	0.03087599	2.787164
1110	-29.24303	-29.23736	-0.005669735	0.02424956	0	1	0.02046743	2.406289
1120	-27.99234	-28.92231	0.9299733	0.01702277	0	1	0.01793741	2.681482
1130	-29.11629	-31.55163	2.43534	0.006105663	0	1	0.01340491	2.231804
1140	-28.45483	-31.40003	2.945193	0.0007197844	0	1	0.01465433	2.51487
1150	-30.88115	-26.8226	-4.058547	0.05999186	0	1	0.02212669	2.546705
1160	-32.04186	-32.88612	0.8442641	0.02070882	0	1	0.01297039	3.099739
1170	-32.68312	-27.3774	-5.305722	0.07254005	0	1	0.01907667	2.670977
1180	-28.12122	-27.99516	-0.1260675	0.02788386	0	1	0.01541065	2.773296
1190	-27.95236	-27.02469	-0.9276762	0.03409014	0	1	0.01722674	2.718886
1200	-29.16885	-26.50987	-2.658982	0.04589268	0	1	0.02618533	2.66037
1210	-27.8947	-27.23205	-0.6626569	0.0309548	0	1	0.01873001	2.766581
1220	-28.31339	-26.31913	-1.994257	0.04284752	0	1	0.01889939	2.714605
1230	-35.04952	-33.05837	-1.991149	0	1	0	0.01987968	2.746646
1240	-28.3646	-29.66244	1.297839	0.01340535	0	1	0.01856576	2.529499
1250	-27.86061	-28.52444	0.6638242	0.02012766	0	1	0.01657243	2.743757
1260	-27.80706	-27.72296	-0.08409476	0.02595326	0	1	0.01831628	2.736028
1270	-29.35794	-27.92481	-1.433138	0.03960101	0	1	0.01547238	2.586312
1280	-28.6335	-26.88344	-1.750062	0.03960101	0	1	0.021242	2.575355
1290	-28.50451	-29.12091	0.6164072	0.0221499	0	1	0.01387741	2.568566
1300	-29.00672	-30.35444	1.347717	0.01473255	0	1	0.01523875	2.335095
1310	-28.61906	-29.80501	1.185947	0.01735698	0	1	0.0133798	2.522894
1320	-33.14307	-31.4367	-1.706372	0	1	0	0.01495314	2.420696
1330	-34.76984	-36.8666	2.096757	0.006968956	0	1	0.01708492	3.459428
1340	-28.37853	-27.26525	-1.113274	0.03344881	0	1	0.02227317	2.629835
1350	-34.51182	-32.52115	-1.990676	0	1	0	0.01987029	2.520231
1360	-30.5822	-25.54937	-5.032827	0.06639264	0	1	0.028767	2.667
1370	-28.21197	-27.23131	-0.9806617	0.03500912	0	1	0.01639946	2.654574
1380	-29.45673	-26.39975	-3.056986	0.05255739	0	1	0.01857869	2.654574
1390	-33.76963	-28.92815	-4.841479	0.06429169	0	1	0.03000996	2.97184
1400	-28.57232	-28.12484	-0.4474819	0.03085859	0	1	0.01526636	2.826331
1410	-27.96699	-28.42472	0.457732	0.02102507	0	1	0.01843094	2.750448
1420	-28.07738	-27.04516	-1.032227	0.03396535	0	1	0.01939259	2.615029
1430	-28.43537	-26.7707	-1.664667	0.03872944	0	1	0.02148841	2.606313
1440	-28.74106	-29.77457	1.033503	0.01560786	0	1	0.01892931	2.415514
1450	-28.28585	-27.615	-0.6708508	0.02957008	0	1	0.02202805	2.69825
1460	-27.85334	-27.33845	-0.514889	0.02957008	0	1	0.01884702	2.650153
1470	-30.41451	-31.99915	1.584637	0.0154968	0	1	0.01104446	2.81663
1480	-28.91814	-30.57998	1.661832	0.01024387	0	1	0.0183369	2.341144
1490	-28.72812	-27.90194	-0.8261854	0.03057434	0	1	0.02301088	2.822753
1500	-30.07825	-32.61185	2.533607	0.003158375	0	1	0.01686303	2.943775
1510	-29.45643	-31.31209	1.855662	0.007635826	0	1	0.02018881	2.332126
1520	-28.21712	-28.42612	0.2089913	0.0224524	0	1	0.02016679	2.761611
1530	-29.14804	-30.9341	1.786065	0.008373917	0	1	0.01993828	2.41906
1540	-29.31189	-28.7288	-0.5830947	0.02747233	0	1	0.02547896	2.671955
1550	-31.18119	-32.37582	1.194637	0.0112026	0	1	0.02629792	2.740716
1560	-30.9716	-33.43119	2.459583	0.002715226	0	1	0.019076	3.011829
1570	-28.21655	-28.55428	0.3377299	0.02123869	0	1	0.02029299	2.681332
1580	-28.47612	-31.37246	2.896344	0.001397697	0	1	0.01427048	2.557089
1590	-28.21499	-29.067	0.8520094	0.0174619	0	1	0.01846757	2.778776
1600	-28.2659	-27.68326	-0.5826444	0.02936417	0	1	0.02063544	2.582321
1610	-27.98904	-29.2964	1.30736	0.0143635	0	1	0.01653105	2.690202
1620	-29.79688	-32.13337	2.336492	0.006683182	0	1	0.01387713	2.118902
1630	-28.47563	-30.62726	2.151629	0.008211158	0	1	0.01408596	2.722579
1640	-29.20265	-32.04006	2.837408	0.001369765	0	1	0.0151839	2.769893
1650	-28.49603	-29.00333	0.5073	0.01963209	0	1	0.02047854	2.784643
1660	-28.08967	-26.62283	-1.466838	0.037177	0	1	0.02095406	2.716528
1670	-28.84758	-27.73222	-1.115364	0.03569067	0	1	0.01739452	2.531383
1680	-29.67327	-30.49578	0.8225097	0.01844823	0	1	0.01704446	3.040243
1690	-28.15958	-28.30181	0.14223	0.02525635	0	1	0.01578356	2.563215
1700	-30.08647	-32.3718	2.285331	0.00536613	0	1	0.01690948	2.986964
1710	-29.29834	-29.34254	0.04419982	0.02454406	0	1	0.01884435	2.995077
1720	-30.51123	-29.37238	-1.138848	0.03114774	0	1	0.0295139	2.798309
1730	-29.56	-27.3889	-2.171093	0.04163587	0	1	0.02580875	2.55119
1740	-30.38288	-27.99577	-2.387109	0.04288161	0	1	0.02788781	2.904165
1750	-28.11166	-30.0712	1.959542	0.009185816	0	1	0.01531561	2.545977
1760	-28.13166	-28.14817	0.01651083	0.02408329	0	1	0.02039205	2.652634
1770	-28.87749	-28.09816	-0.7793376	0.03123951	0	1	0.02039205	2.919172
1780	-29.03685	-31.55847	2.521626	0.002535705	0	1	0.01828997	2.359127
1790	-28.44712	-30.70602	2.258906	0.006802923	0	1	0.01479829	2.359127
1800	-29.26229	-31.08021	1.81792	0.01289081	0	1	0.0116868	2.684227
1810	-28.44748	-28.88967	0.442191	0.0238838	0	1	0.0136215	2.684227
1820	-34.46381	-32.48188	-1.981925	0	1	0	0.01969714	2.260334
1830	-28.96046	-30.41186	1.451402	0.01237146	0	1	0.01786304	2.896235
1840	-29.80813	-30.68464	0.8765119	0.01669608	0	1	0.01962258	2.267576
1850	-28.51264	-31.08007	2.567432	0.003668581	0	1	0.01540294	2.63256
1860	-29.37982	-31.35658	1.976764	0.007782711	0	1	0.01759635	2.195282
1870	-27.95823	-28.8963	0.9380722	0.01763827	0	1	0.01661554	2.752028
1880	-30.45884	-27.3872	-3.071641	0.04898238	0	1	0.02805735	2.526532
1890	-28.54343	-30.00521	1.461774	0.01173014	0	1	0.01898567	2.679495
1900	-33.62314	-31.96588	-1.657261	0	1	0	0.01423652	2.671234
1910	-28.34363	-28.11172	-0.2319121	0.02791727	0	1	0.0170677	2.527481
1920	-31.02615	-32.21002	1.183873	0.01148742	0	1	0.0257537	2.788316
1930	-27.95888	-27.17349	-0.7853956	0.03141943	0	1	0.02010953	2.741103
1940	-28.23303	-29.76117	1.528141	0.01323536	0	1	0.01502808	2.472818
1950	-29.97414	-30.50372	0.5295757	0.01971641	0	1	0.01984047	2.278994
1960	-29.74349	-27.25719	-2.486292	0.04818258	0	1	0.01707898	2.598096
1970	-32.07344	-33.94867	1.875235	0.004921829	0	1	0.02677263	2.604497
1980	-28.06116	-27.37652	-0.6846432	0.03197903	0	1	0.01708511	2.792153
1990	-34.43059	-32.57234	-1.858247	0	1	0	0.01740567	2.773514
2000	-28.10681	-27.93223	-0.1745862	0.02572263	0	1	0.02057198	2.663013
2010	-28.95779	-28.50123	-0.4565579	0.02703376	0	1	0.02357272	2.81364
2020	-28.61851	-27.11365	-1.504864	0.03628468	0	1	0.024037	2.690194
2030	-28.72945	-27.25002	-1.479429	0.03671155	0	1	0.02234688	2.563924
2040	-28.7008	-27.08151	-1.619289	0.03758154	0	1	0.02333125	2.810876
2050	-32.78359	-30.67686	-2.106724	0.04758443	0	1	0.01248841	2.666672
2060	-28.66996	-26.12866	-2.541303	0.04758443	0	1	0.01928602	2.716356
2070	-28.29544	-28.30363	0.008185475	0.02721718	0	1	0.01451159	2.747597
2080	-33.1538	-31.46	-1.693801	0	1	0	0.01476634	2.464125
2090	-28.76102	-29.21023	0.4492036	0.02387669	0	1	0.01353702	2.572797
2100	-29.29472	-26.50618	-2.788533	0.04678973	0	1	0.02697709	2.701473
2110	-32.23011	-31.83044	-0.3996729	0.02453297	0	1	0.02940955	3.061555
2120	-29.67932	-27.58024	-2.099077	0.04082397	0	1	0.02628476	2.546524
2130	-28.21814	-28.36052	0.1423756	0.02394508	0	1	0.01825885	2.851639
2140	-28.15755	-26.97197	-1.185575	0.03435837	0	1	0.02163974	2.722581
2150	-28.16251	-26.84932	-1.313188	0.03555965	0	1	0.0215107	2.671252
2160	-27.84182	-28.32504	0.4832128	0.02168683	0	1	0.01669242	2.750527
2170	-27.84237	-27.68463	-0.1577334	0.02750138	0	1	0.01659764	2.747309
2180	-28.35019	-29.4722	1.122014	0.01538963	0	1	0.01775151	2.812483
2190	-28.99075	-26.74297	-2.247775	0.04300931	0	1	0.02391856	2.82264
2200	-28.02786	-28.26989	0.2420365	0.02282051	0	1	0.01872863	2.786113
2210	-32.12869	-31.28366	-0.8450319	0.02826926	0	1	0.03030047	2.365379
2220	-28.24563	-26.89715	-1.348477	0.0371084	0	1	0.01875763	2.805167
2230	-28.90623	-31.00083	2.094604	0.006104086	0	1	0.01885037	2.584396
2240	-30.20799	-26.77584	-3.432153	0.05513788	0	1	0.02029155	2.836987
2250	-30.37402	-31.28356	0.9095395	0.01444598	0	1	0.02438307	2.398207
2260	-28.93749	-28.8292	-0.1082879	0.02392305	0	1	0.02351796	2.646898
2270	-28.24613	-30.50006	2.25393	0.006315092	0	1	0.01570125	2.545666
2280	-28.08085	-28.0833	0.002451391	0.02487494	0	1	0.01893787	2.569507
2290	-30.73473	-30.40991	-0.3248207	0.02487494	0	1	0.02627022	2.98868
2300	-28.33806	-31.15119	2.813131	0.00221957	0	1	0.01415411	2.461144
2310	-28.83054	-31.84323	3.012685	0.0004001635	0	1	0.01419356	2.151225
2320	-34.99517	-33.31103	-1.68414	0	1	0	0.01462436	1.868464
2330	-33.76386	-35.94756	2.183703	0.004218098	0	1	0.02126739	1.630329
2340	-29.07127	-30.74826	1.676992	0.01393466	0	1	0.01198073	2.686062
2350	-28.18786	-26.43351	-1.754353	0.03969921	0	1	0.02110164	2.734281
2360	-28.26	-29.05544	0.7954401	0.01757489	0	1	0.01929835	2.734281
2370	-29.79582	-31.33852	1.542706	0.009769026	0	1	0.02177689	2.365627
2380	-28.84842	-29.8544	1.005987	0.01486169	0	1	0.02114089	2.63522
2390	-29.04452	-29.46928	0.4247661	0.02437845	0	1	0.01311904	2.571692
2400	-30.46905	-27.92134	-2.54771	0.04908316	0	1	0.01643005	2.571692
2410	-29.36046	-32.21155	2.851089	0.000116203	0	1	0.01721814	2.695827
2420	-28.71682	-28.82328	0.1064653	0.02504019	0	1	0.01675627	2.923457
2430	-27.90284	-28.86266	0.9598191	0.01805688	0	1	0.01551859	2.715114
2440	-28.37683	-27.76879	-0.6080393	0.0292824	0	1	0.02135952	2.814452
2450	-28.55435	-30.38154	1.827183	0.01201958	0	1	0.01275708	2.624375
2460	-29.81063	-32.38972	2.579089	0.001082999	0	1	0.02029645	2.490455
2470	-29.65178	-31.65257	2.000793	0.006892924	0	1	0.0189654	2.879497
2480	-29.50163	-26.93229	-2.569336	0.04498361	0	1	0.02648694	2.59188
2490	-30.27492	-27.90865	-2.366278	0.04251972	0	1	0.02843456	2.876549
2500	-28.04725	-26.7986	-1.248644	0.03525465	0	1	0.02086191	2.696403
2510	-28.14685	-27.25406	-0.8927893	0.03326567	0	1	0.0182336	2.592565
2520	-30.21848	-27.63655	-2.581934	0.0496466	0	1	0.01596941	2.779111
2530	-28.43037	-28.8083	0.377932	0.02440102	0	1	0.01371361	2.679157
2540	-28.68926	-31.6359	2.946639	0.0004029817	0	1	0.01515788	2.208567
2550	-29.38038	-31.39078	2.0104	0.006708574	0	1	0.01917313	2.267036
2560	-27.74238	-27.80718	0.0647986	0.02507126	0	1	0.01740894	2.681567
2570	-27.98918	-28.19715	0.2079793	0.02507126	0	1	0.01508654	2.715173
2580	-29.30163	-32.00803	2.706406	0.0007890205	0	1	0.01846398	2.567791
2590	-33.34769	-31.68952	-1.658174	0	1	0	0.01424951	2.58588
2600	-28.03427	-27.91509	-0.1191779	0.0278794	0	1	0.01531244	2.724399
2610	-30.43514	-33.33986	2.904722	0.003366944	0	1	0.01136813	2.833744
2620	-29.92066	-29.6711	-0.2495603	0.02470476	0	1	0.02483121	2.455691
2630	-28.04078	-27.91106	-0.1297206	0.02635065	0	1	0.0183425	2.57018
2640	-28.23279	-28.47312	0.2403279	0.02377287	0	1	0.01687529	2.515904
2650	-33.37817	-31.67596	-1.702215	0	1	0	0.01489111	2.588228
2660	-28.38777	-31.43253	3.044758	0.0003974002	0	1	0.01374978	2.40384
2670	-27.78009	-27.35572	-0.4243649	0.02894944	0	1	0.0184461	2.710362
2680	-28.17954	-28.79767	0.6181328	0.0190705	0	1	0.0195114	2.708597
2690	-29.23416	-28.17212	-1.062035	0.03494736	0	1	0.01791232	2.480766
2700	-29.01623	-31.04573	2.029502	0.0067035	0	1	0.01882098	2.360957
2710	-30.06596	-31.88547	1.819506	0.006960098	0	1	0.02256572	2.5349
2720	-28.37342	-30.50157	2.128146	0.008968314	0	1	0.0132561	2.541608
2730	-30.46184	-29.07814	-1.3837	0.03623195	0	1	0.02141934	3.025687
2740	-29.67866	-28.25426	-1.4244	0.03623195	0	1	0.02230911	2.452577
2750	-29.24173	-29.06618	-0.1755421	0.02555423	0	1	0.02098092	2.961466
2760	-28.06695	-27.33296	-0.7339903	0.03292312	0	1	0.01616037	2.715218
2770	-29.72612	-28.84341	-0.8827119	0.03102235	0	1	0.02316562	2.970557
2780	-29.23577	-27.52695	-1.708827	0.04204496	0	1	0.01553277	2.645212
2790	-31.19667	-26.82536	-4.371314	0.06028724	0	1	0.02927407	2.539016
2800	-28.7336	-29.47594	0.7423421	0.01732844	0	1	0.02091623	2.539016
2810	-28.1466	-26.51991	-1.626694	0.03915027	0	1	0.01974182	2.654473
2820	-34.61324	-32.92288	-1.690358	0	1	0	0.01471558	2.867796
2830	-29.38974	-31.33824	1.9485	0.007857183	0	1	0.01795148	2.205628
2840	-30.3943	-32.13827	1.743967	0.007770428	0	1	0.02223913	2.847926
2850	-28.0541	-27.60796	-0.4461396	0.02930527	0	1	0.0181207	2.580801
2860	-29.17832	-26.67883	-2.499483	0.0451688	0	1	0.02419641	2.580801
2870	-29.25308	-26.98144	-2.271637	0.0422351	0	1	0.02669874	2.754396
2880	-35.81414	-33.71866	-2.095478	0	1	0	0.02206577	2.732861
2890	-30.1315	-31.92998	1.798479	0.007097851	0	1	0.02269489	2.610614
2900	-29.02017	-31.50375	2.48358	0.004821097	0	1	0.01473519	2.185769
2910	-28.74929	-27.22118	-1.528111	0.03628957	0	1	0.02458894	2.726716
2920	-27.88841	-28.51782	0.6294118	0.01985403	0	1	0.01768263	2.726716
2930	-31.1486	-28.94983	-2.198767	0.03969885	0	1	0.03291091	2.789535
2940	-30.3204	-28.93237	-1.388038	0.03969885	0	1	0.01463002	2.541417
2950	-27.9801	-26.82032	-1.159779	0.03486809	0	1	0.01992647	2.744388
2960	-28.42427	-27.13617	-1.288103	0.03790035	0	1	0.01616993	2.689827
2970	-27.86212	-27.25718	-0.6049365	0.03129809	0	1	0.01701728	2.720545
2980	-30.04688	-28.04594	-2.000938	0.03959393	0	1	0.02732067	2.526836
2990	-30.47854	-25.48556	-4.992975	0.06680413	0	1	0.02640664	2.736005
3000	-28.29202	-26.32887	-1.963145	0.04130774	0	1	0.02174225	2.725807
3010	-29.69039	-28.39057	-1.299827	0.03318303	0	1	0.02764636	2.67638
3020	-28.51371	-26.84582	-1.667893	0.0389606	0	1	0.02101071	2.586398
3030	-30.06765	-30.63822	0.5705701	0.01775374	0	1	0.02368872	2.925973
3040	-29.17062	-28.47164	-0.6989753	0.02859778	0	1	0.02524356	2.701616
3050	-28.65191	-28.28374	-0.3681663	0.02859778	0	1	0.01813352	2.484903
3060	-29.19327	-26.92367	-2.269604	0.04396515	0	1	0.02198111	2.867808
3070	-28.92752	-29.55322	0.6256977	0.01826974	0	1	0.02116791	2.837737
3080	-28.3275	-27.63745	-0.690049	0.03110495	0	1	0.01893138	2.858605
3090	-30.76693	-32.44016	1.673225	0.009615754	0	1	0.01944083	3.096065
3100	-28.48804	-30.18209	1.694047	0.01008985	0	1	0.01806233	2.689095
3110	-29.1964	-31.25027	2.053871	0.007837282	0	1	0.01619197	2.8951
