Options:
Model:                           Independent Contrasts
Tree File Name:                  tree_29.nex
Data File Name:                  neck.txt
Log File Name:                   neck_29.log.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1808911452
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      12000000
Burn in:                         2000000
MCMC ML Start:                   False
Schedule File:                   neck_29.log.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Estimate
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local LandscapeBL:            False
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
        Lambda - uniform 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       53
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	Lambda	No RJ Local Branch	No RJ Local Node	
2010000	38.636241	1	-0.049967526334	0.000507757124	0.884138130941	6	1	
2020000	44.676400	1	-0.000478639511	0.000449541540	0.961031523053	5	1	
2030000	43.189198	1	-0.036847539911	0.000255100506	0.897387849194	7	2	
2040000	42.226915	1	-0.105268848458	0.000341053599	0.897846679617	4	2	
2050000	42.695330	1	-0.027780076659	0.000420749664	0.947731741773	5	1	
2060000	42.454235	1	0.010789763574	0.000423809436	0.931541030795	3	1	
2070000	43.298812	1	-0.033193092274	0.000525019588	0.984126786151	3	1	
2080000	41.162828	1	-0.072756352834	0.000698408887	0.982309998602	5	3	
2090000	40.374410	1	-0.043997441387	0.000351363884	0.769330299319	6	0	
2100000	42.389235	1	-0.112657402675	0.000390249336	0.911919626490	5	1	
2110000	45.904479	1	-0.050047147948	0.000448720104	0.989359140565	3	3	
2120000	41.429165	1	0.066965703733	0.000753814960	0.984897410462	5	2	
2130000	41.038423	1	-0.111737709730	0.000420857092	0.944805198207	1	1	
2140000	41.963005	1	0.051330266092	0.000420515260	0.970093369072	5	2	
2150000	35.314843	1	0.078554979209	0.000262086321	0.822851901250	6	2	
2160000	42.834989	1	-0.073887870961	0.000419284609	0.967841712490	6	2	
2170000	41.376796	1	-0.123909279229	0.000440929082	0.992801427349	4	1	
2180000	43.771338	1	0.017217111347	0.000420274134	0.983469972814	4	2	
2190000	37.899852	1	-0.016056612139	0.000326201418	0.848806968845	9	3	
2200000	44.244632	1	-0.115409371803	0.000384087925	0.974001056306	3	1	
2210000	43.460860	1	-0.037858795178	0.000590075977	0.974042084889	3	1	
2220000	45.517006	1	-0.004892867409	0.000477839086	0.979222711715	1	2	
2230000	42.930755	1	-0.119668909398	0.000520679452	0.981517377170	4	3	
2240000	41.750898	1	0.021380183067	0.000547491164	0.979092108020	5	1	
2250000	39.110522	1	-0.077598156055	0.000459479999	0.978279024030	5	2	
2260000	40.802913	1	-0.047755267775	0.000296723960	0.989827435112	7	2	
2270000	43.634354	1	-0.074249679836	0.000395756075	0.999642492619	0	3	
2280000	42.860966	1	0.019873353536	0.000638120991	0.990708950294	2	1	
2290000	31.949756	1	0.131553785751	0.000592177347	0.900806215672	3	3	
2300000	43.572167	1	-0.077175734131	0.000363993703	0.989459074310	3	1	
2310000	43.047712	1	-0.061503132089	0.000421283443	0.982611792678	5	1	
2320000	44.573911	1	0.040765092056	0.000448269834	0.981215779782	4	2	
2330000	36.936022	1	-0.041841124602	0.000363708676	0.899955771565	4	1	
2340000	46.778738	1	-0.013236169065	0.000277077524	0.908321378007	4	2	
2350000	43.241862	1	-0.056086238887	0.000461019640	0.964310001772	11	1	
2360000	36.743523	1	0.008693164209	0.000440785154	0.941014469872	7	0	
2370000	42.206389	1	0.091261170272	0.000540340018	0.984798662252	5	1	
2380000	42.875933	1	-0.072962806722	0.000603243793	0.974381289000	3	1	
2390000	43.530154	1	-0.076356072106	0.000464510378	0.989528602556	3	4	
2400000	36.554546	1	-0.046691216287	0.000651271548	0.850944538731	5	1	
2410000	41.536587	1	0.051672756837	0.000413940661	0.928039495295	3	1	
2420000	36.982018	1	0.028203802704	0.000680611780	0.971329539106	7	0	
2430000	34.855341	1	-0.114452438492	0.000401166738	0.858970586938	5	2	
2440000	42.423264	1	-0.070157854001	0.000621064413	0.999586809925	7	2	
2450000	31.447987	1	-0.025609397240	0.000344307392	0.810126452214	8	2	
2460000	43.121605	1	-0.052138737969	0.000451339737	0.986793384014	1	1	
2470000	43.932004	1	-0.003088257623	0.000619405963	0.996716699329	4	1	
2480000	43.795093	1	-0.040250375986	0.000323653632	0.973257088263	7	3	
2490000	40.923435	1	0.027235272601	0.000427031567	0.913566951982	3	2	
2500000	41.477343	1	-0.092550805697	0.000624164889	0.985936401274	4	2	
2510000	40.405678	1	-0.064106771372	0.000309820572	0.850341437003	7	1	
2520000	41.686719	1	-0.009264308147	0.000631176819	0.984329475958	3	2	
2530000	44.373888	1	0.042314493594	0.000493396129	0.979717882148	5	1	
2540000	41.493279	1	0.059816782521	0.000551679348	0.994297075509	4	1	
2550000	40.785784	1	0.060515599950	0.000513459921	0.958578461838	4	1	
2560000	34.007488	1	-0.177889305709	0.000414476082	0.997230893950	2	2	
2570000	42.403459	1	-0.080010125726	0.000393513117	0.959325849858	2	1	
2580000	44.621990	1	-0.021487963432	0.000511818621	0.984896509412	3	1	
2590000	43.219966	1	-0.118422423625	0.000585922146	0.984955877185	1	1	
2600000	43.716662	1	-0.052172368291	0.000595965774	0.991635101276	6	0	
2610000	35.708546	1	-0.105025200009	0.000349523786	0.931381784219	5	1	
2620000	40.004103	1	0.029323206525	0.000567808744	0.954390350487	5	1	
2630000	30.325832	1	-0.140258679944	0.000970930783	0.843737662189	4	1	
2640000	37.049567	1	-0.158326426762	0.000712297878	0.936523044531	1	2	
2650000	40.540473	1	-0.004597483075	0.000379695992	0.897589619566	1	1	
2660000	42.843991	1	-0.028364656837	0.000698777225	0.994190532781	5	1	
2670000	36.970966	1	-0.009666898819	0.000548195403	0.918427738015	3	1	
2680000	39.860725	1	0.017692010572	0.000629252454	0.985300004500	5	2	
2690000	45.971055	1	-0.087997262496	0.000551767138	0.994021658315	5	1	
2700000	45.424972	1	-0.079142234382	0.000574963482	0.999098026351	2	2	
2710000	41.550831	1	-0.027222620291	0.000326832798	0.936269025665	2	2	
2720000	38.195913	1	0.023113836508	0.000843562868	0.978184351843	3	2	
2730000	44.462149	1	-0.061096545328	0.000448977859	0.975574783594	4	1	
2740000	42.629102	1	-0.025803101912	0.000529458029	0.995669999560	2	2	
2750000	46.178236	1	0.051786619818	0.000166446567	0.863821660187	4	2	
2760000	42.550733	1	-0.126163139419	0.000539237687	0.983801815233	4	2	
2770000	41.993214	1	-0.133715915255	0.000697062198	0.988215062530	2	3	
2780000	44.541963	1	-0.124459878101	0.000440743657	0.998878588393	6	1	
2790000	44.090341	1	-0.074600200243	0.000611961542	0.958169333336	3	3	
2800000	37.095680	1	-0.140951483614	0.000606798859	0.899662394230	6	2	
2810000	43.646800	1	-0.103231333784	0.000560072607	0.972978901558	10	1	
2820000	42.435934	1	-0.119829333456	0.000449288330	0.972689576867	4	5	
2830000	43.740043	1	0.016333037146	0.000469764929	0.976096143411	5	1	
2840000	39.744618	1	-0.170153367780	0.000637522952	0.962396775326	7	1	
2850000	46.083325	1	-0.071592721748	0.000467750991	0.979574727539	3	3	
2860000	39.135135	1	0.090725940360	0.000739490959	0.953425028412	2	2	
2870000	41.131510	1	0.067732056806	0.000363265631	0.909976043422	4	2	
2880000	42.398742	1	0.020363204513	0.000480949332	0.973720487603	3	2	
2890000	42.580361	1	-0.094019605491	0.000444603320	0.950471769210	2	2	
2900000	40.134960	1	-0.133963625452	0.000748714299	0.984879470666	3	1	
2910000	45.290591	1	-0.010199029814	0.000475890919	0.983633536355	8	1	
2920000	46.409822	1	-0.084319538842	0.000228468728	0.950743901530	8	2	
2930000	42.435197	1	-0.041040060320	0.000511640192	0.993735426263	3	1	
2940000	39.442334	1	-0.136634565429	0.000486187291	0.993543505700	7	1	
2950000	44.078507	1	-0.017124455995	0.000420090429	0.996668554622	1	4	
2960000	38.642526	1	0.067278142032	0.000796377130	0.993301064295	5	0	
2970000	40.091545	1	-0.084517545183	0.000433554475	0.954687136020	5	2	
2980000	42.383354	1	-0.091955829512	0.000577980190	0.981979399457	3	1	
2990000	41.643568	1	-0.024837615084	0.000331601825	0.913709756954	3	2	
3000000	36.345391	1	-0.057146808405	0.000659013556	0.898389772208	6	2	
3010000	35.618382	1	0.072418986370	0.000497713560	0.902809456950	3	1	
3020000	39.242785	1	-0.056605183666	0.000617813616	0.954802572793	9	0	
3030000	48.992067	1	-0.062181232465	0.000318162217	0.985591328912	5	1	
3040000	36.869006	1	-0.119987747508	0.000310745368	0.740732772922	5	1	
3050000	38.909168	1	-0.065759313230	0.000848720819	0.996107887852	9	1	
3060000	37.382638	1	-0.010145555666	0.000614225570	0.962835664334	1	0	
3070000	41.330647	1	0.003944254006	0.000367013313	0.966416584869	2	3	
3080000	46.075266	1	-0.011783226026	0.000297415725	0.952182638283	4	1	
3090000	35.787509	1	-0.103102068453	0.001763575598	0.998441410245	6	4	
3100000	44.813872	1	-0.030897336039	0.000443450912	0.991029878358	1	2	
3110000	45.877227	1	-0.042032722403	0.000302898449	0.998426543739	3	1	
3120000	45.203493	1	-0.058165098691	0.000402049075	0.979064327160	5	1	
3130000	43.478197	1	0.022446442412	0.000648229582	0.990281785488	1	1	
3140000	40.808169	1	-0.146339752085	0.000421951825	0.998039757039	3	3	
3150000	42.299396	1	0.105479952588	0.000549976307	0.947975880984	6	1	
3160000	38.419226	1	-0.036582196149	0.000622875974	0.980798246556	5	2	
3170000	50.818211	1	-0.028944263842	0.000326771970	0.969776389054	5	3	
3180000	34.417383	1	0.154514220303	0.000751096477	0.911993145416	5	0	
3190000	37.804601	1	0.044617020507	0.000398332322	0.908619720665	4	2	
3200000	42.435251	1	-0.011991535662	0.000601230723	0.983777167138	5	1	
3210000	36.570086	1	-0.106547928598	0.000510821396	0.928340935975	0	0	
3220000	42.161977	1	-0.134758356029	0.000442259574	0.973427378721	4	2	
3230000	42.264162	1	0.035908056725	0.000435206439	0.989426228420	7	4	
3240000	38.547111	1	-0.026234199243	0.000322607659	0.952247995460	6	1	
3250000	41.778082	1	-0.113312762833	0.000519497235	0.977442998313	3	1	
3260000	41.230797	1	0.041716132878	0.000643662096	0.941457398158	3	1	
3270000	44.786764	1	-0.020985437986	0.000483095034	0.993821145097	5	2	
3280000	37.883848	1	-0.032792600996	0.000263427375	0.733564505949	9	2	
3290000	42.312204	1	0.037755002036	0.000520114371	0.963774580602	2	1	
3300000	37.441203	1	-0.024785228785	0.000446417150	0.893861624707	5	3	
3310000	37.985173	1	-0.075353000351	0.000391698427	0.898008654479	6	1	
3320000	41.118732	1	-0.059616977587	0.000586786760	0.943023281390	3	3	
3330000	48.107634	1	-0.090874315167	0.000253274172	0.999547036206	5	2	
3340000	40.494757	1	-0.076297027824	0.000720347921	0.963889663013	4	1	
3350000	45.755070	1	-0.012559017093	0.000246848636	0.996024625888	3	3	
3360000	34.673607	1	-0.029120449791	0.000392223201	0.755418794256	6	1	
3370000	43.765421	1	-0.077736797583	0.000389737180	0.920142295408	3	2	
3380000	42.840082	1	-0.025317871367	0.000469717481	0.982587529440	7	2	
3390000	41.166654	1	0.002112918409	0.000385371205	0.888285812420	4	1	
3400000	45.555996	1	0.014589919732	0.000508511607	0.965172561573	4	1	
3410000	47.821260	1	-0.013671785239	0.000302498828	0.929602258337	4	2	
3420000	29.458572	1	-0.141074070141	0.000931650341	0.998869997302	6	3	
3430000	40.479958	1	-0.079091825301	0.000458747618	0.895806576623	5	2	
3440000	39.933144	1	0.009070432443	0.000679440834	0.927360604377	8	1	
3450000	44.023518	1	-0.044834562425	0.000435706279	0.954451857651	9	1	
3460000	44.027677	1	0.072930678380	0.000458609924	0.997320615361	1	4	
3470000	41.215373	1	-0.002056334602	0.000516592449	0.935818195565	3	1	
3480000	36.276117	1	-0.012544733543	0.000393491211	0.845227324140	2	1	
3490000	38.830735	1	0.129949522904	0.000919897446	0.995868570812	5	1	
3500000	46.581648	1	-0.071459764614	0.000492307954	0.997152222446	8	2	
3510000	44.974862	1	0.033091259485	0.000429232575	0.984365045866	3	2	
3520000	43.239837	1	-0.077471404684	0.000682089597	0.981459882826	4	1	
3530000	41.391231	1	-0.000511082834	0.000462273694	0.995659194193	3	3	
3540000	39.239683	1	-0.057964934270	0.000611293589	0.953950941704	5	0	
3550000	38.843408	1	-0.063778984588	0.000494154708	0.950128168288	3	1	
3560000	36.922642	1	-0.013131603736	0.000498118730	0.968392921166	4	1	
3570000	39.295142	1	0.053306847978	0.000585246655	0.988523002336	7	1	
3580000	33.972298	1	0.003133325508	0.000335824611	0.804215625131	5	1	
3590000	42.149536	1	-0.140906250599	0.000430412820	0.944864377304	6	1	
3600000	41.376781	1	-0.019300383212	0.000475487295	0.994307135888	5	3	
3610000	34.284327	1	0.099332443171	0.000581538561	0.918345833053	8	2	
3620000	42.786032	1	-0.019809502521	0.000340779385	0.957448304037	8	1	
