Options:
Model:                           Independent Contrasts
Tree File Name:                  tree_39.nex
Data File Name:                  neck.txt
Log File Name:                   neck_39.log.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1251586928
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      12000000
Burn in:                         2000000
MCMC ML Start:                   False
Schedule File:                   neck_39.log.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Estimate
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local LandscapeBL:            False
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
        Lambda - uniform 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       53
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	Lambda	No RJ Local Branch	No RJ Local Node	
2010000	48.638124	1	-0.092316119067	0.000293107330	0.904506106008	6	1	
2020000	40.205217	1	-0.043894553662	0.000582437311	0.914454552258	1	1	
2030000	44.909003	1	-0.122294333087	0.000361309338	0.999491436744	6	4	
2040000	41.727869	1	-0.084145811287	0.000522180314	0.992313704066	3	3	
2050000	46.463852	1	-0.028253320974	0.000398464713	0.985456632100	2	2	
2060000	41.831938	1	-0.028383313351	0.000800582425	0.982290104315	1	1	
2070000	43.009394	1	-0.051768164431	0.000545816504	0.956530213235	3	1	
2080000	41.023142	1	0.026258171744	0.000376318397	0.916243917779	2	4	
2090000	39.800859	1	-0.000397365636	0.000612956279	0.940121032917	3	1	
2100000	41.702168	1	-0.024852001567	0.000655924218	0.973092535379	7	0	
2110000	46.598065	1	-0.069232293025	0.000361856741	0.994827242744	5	2	
2120000	43.205324	1	-0.082380373363	0.000714111474	0.998351223552	2	1	
2130000	42.033617	1	0.060881478454	0.000643981957	0.997090376376	2	1	
2140000	43.993866	1	-0.085549941525	0.000202544892	0.933897498231	3	3	
2150000	45.033931	1	-0.107039656012	0.000314306890	0.938994509959	8	1	
2160000	41.064736	1	0.023041777361	0.000882239662	0.998053250631	2	0	
2170000	42.394459	1	-0.134250577396	0.000791633617	0.986531905837	3	1	
2180000	41.009406	1	-0.097495696611	0.000739726619	0.962964571560	3	0	
2190000	45.203059	1	-0.026641702264	0.000570520582	0.995146133783	4	1	
2200000	44.631268	1	-0.069496360568	0.000522725165	0.979343396551	6	1	
2210000	40.517085	1	0.093049829347	0.000482167703	0.980702067478	3	0	
2220000	41.027983	1	0.020187220588	0.000621210470	0.973531108701	5	1	
2230000	42.834621	1	-0.004524751997	0.000478189445	0.990892845132	4	3	
2240000	43.687720	1	-0.024707558646	0.000562655571	0.995417555997	2	3	
2250000	48.359674	1	-0.082267961514	0.000401374573	0.996611277604	8	1	
