Options:
Model:                           Independent Contrasts
Tree File Name:                  tree_43.nex
Data File Name:                  neck.txt
Log File Name:                   neck_43.log.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1264825660
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      12000000
Burn in:                         2000000
MCMC ML Start:                   False
Schedule File:                   neck_43.log.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Estimate
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local LandscapeBL:            False
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
        Lambda - uniform 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       53
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	Lambda	No RJ Local Branch	No RJ Local Node	
2010000	45.779938	1	-0.023959765185	0.000350505689	0.992408305425	3	2	
2020000	36.080895	1	0.090386697344	0.000827030255	0.940210006123	3	0	
2030000	43.183118	1	-0.034135126954	0.000580379152	0.981355005912	5	2	
2040000	47.904135	1	0.005735704452	0.000541992785	0.994517903996	8	1	
2050000	47.270542	1	-0.091748038101	0.000425380630	0.999903250268	5	3	
2060000	41.309533	1	0.046968681796	0.000577428041	0.992158042755	5	1	
2070000	38.735691	1	0.053963057460	0.001026727352	0.986539782993	1	3	
2080000	41.430915	1	-0.016016940026	0.000468609137	0.944992683693	3	0	
2090000	36.634249	1	-0.094469056086	0.000472843229	0.872373222730	7	0	
2100000	42.734534	1	-0.013179324456	0.000403276832	0.953062049306	8	1	
2110000	39.825778	1	0.022374689646	0.000696766493	0.985812321421	3	0	
2120000	37.621687	1	-0.245138766359	0.000763172482	0.988094455305	4	1	
2130000	39.651692	1	0.003551718259	0.000748595341	0.969255974976	4	2	
2140000	44.962891	1	-0.110972715372	0.000515154908	0.994135866440	3	1	
2150000	47.945322	1	-0.007174735335	0.000523945513	0.992960956168	7	2	
2160000	38.446814	1	-0.082134462814	0.000347248800	0.977153713544	7	2	
2170000	42.058362	1	0.067464651770	0.000774783833	0.992166626651	6	2	
2180000	45.336612	1	-0.039184546173	0.000437525533	0.987692316241	6	1	
2190000	42.132902	1	-0.097823325088	0.000345725133	0.869587264020	6	2	
2200000	40.418288	1	0.001726354680	0.001103526307	0.997674894565	6	1	
2210000	32.968205	1	0.002242590570	0.000473453668	0.935232146900	7	1	
2220000	45.274662	1	-0.026689989165	0.000523135998	0.989762348542	2	1	
2230000	44.593346	1	-0.023057474168	0.000502703595	0.996998020432	6	2	
2240000	44.250691	1	0.057284728076	0.000580033678	0.989647488165	7	2	
2250000	41.797062	1	-0.026175401621	0.000524182249	0.969290602729	3	1	
2260000	41.230057	1	-0.098452464186	0.000354755145	0.954911283572	3	3	
2270000	37.540665	1	0.036273389431	0.001084804676	0.999471692146	1	2	
2280000	39.321666	1	-0.099865850318	0.000255316062	0.946830278862	3	2	
2290000	46.446331	1	-0.009017287743	0.000412264068	0.967503990893	2	2	
