Options:
Model:                           Independent Contrasts
Tree File Name:                  tree_36.nex
Data File Name:                  neck.txt
Log File Name:                   neck_36.log.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1471918599
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      12000000
Burn in:                         2000000
MCMC ML Start:                   False
Schedule File:                   neck_36.log.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Estimate
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local LandscapeBL:            False
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
        Lambda - uniform 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       53
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	Lambda	No RJ Local Branch	No RJ Local Node	
2010000	39.916842	1	-0.094906859297	0.000637436856	0.978025514268	4	0	
2020000	43.331705	1	0.038793883662	0.000395713198	0.982795106037	3	1	
2030000	43.462916	1	-0.019225152062	0.000939993811	0.999114605641	3	1	
2040000	42.776962	1	-0.057839758813	0.000646604260	0.936994187760	2	0	
2050000	40.209732	1	-0.061072041261	0.000705319701	0.977366278611	3	1	
2060000	45.651790	1	-0.007309330523	0.000456146639	0.943739448968	6	0	
2070000	50.214934	1	0.089742833210	0.000248745866	0.892858545156	7	2	
2080000	46.274954	1	-0.018624395313	0.000466621951	0.982155864722	6	2	
2090000	42.623702	1	-0.024876911073	0.000432039829	0.998852020822	5	2	
2100000	47.806540	1	-0.064378885463	0.000343575642	0.979760870045	4	2	
2110000	42.184294	1	-0.041111712109	0.000556217828	0.988564304664	3	4	
2120000	42.995940	1	-0.044259844228	0.000733337401	0.961379824298	1	0	
2130000	44.555771	1	0.080339819729	0.000495591352	0.991757701801	5	0	
2140000	43.534164	1	0.083376768592	0.000375437120	0.973358499628	4	1	
2150000	46.724673	1	-0.045486454979	0.000462053572	0.996314075105	4	1	
2160000	44.998800	1	-0.066044042571	0.000524460735	0.995564543878	5	1	
2170000	45.344524	1	-0.018374038009	0.000524570249	0.998644782301	5	1	
2180000	41.885458	1	-0.065921460349	0.000665815273	0.982963144931	5	2	
2190000	39.285875	1	0.061323504207	0.000714705895	0.934619400162	4	1	
2200000	42.901431	1	-0.015829065119	0.000296613663	0.990150207042	2	2	
2210000	45.587268	1	-0.054838019244	0.000673968727	0.997460032636	3	1	
2220000	43.790146	1	-0.078196126395	0.000571666597	0.997145971512	2	3	
2230000	42.126201	1	-0.063090779145	0.000469884066	0.981760389824	5	2	
2240000	42.141215	1	-0.081424282063	0.000529912519	0.974356405123	3	1	
2250000	44.555395	1	0.030564240733	0.000498420601	0.992280481175	1	3	
2260000	44.010617	1	-0.050131676392	0.000456394107	0.957647479126	3	1	
2270000	40.421930	1	-0.025013660124	0.000389960581	0.872905496314	5	2	
2280000	45.917326	1	0.006533458925	0.000464738001	0.979211100527	5	3	
2290000	48.140822	1	-0.007113849591	0.000388855666	0.983616201229	5	1	
2300000	42.977224	1	-0.064814041777	0.000737498518	0.983928817530	2	1	
2310000	42.002573	1	-0.057552960655	0.000614829808	0.981924493703	6	4	
2320000	39.734184	1	-0.195661930547	0.000702977356	0.928087883644	2	2	
2330000	42.394194	1	0.000234112128	0.000750285411	0.983126373866	5	1	
2340000	41.160990	1	0.047278937648	0.000555861980	0.961039772110	2	1	
2350000	45.709005	1	0.001036085494	0.000506756220	0.978045845731	4	1	
2360000	41.279669	1	-0.078751742012	0.000436312620	0.939485899697	4	2	
2370000	43.478782	1	-0.020296615911	0.000409478824	0.938770474876	3	1	
2380000	40.213379	1	0.031420197744	0.000423435365	0.971550164380	6	0	
2390000	44.972711	1	-0.001068409248	0.000504776510	0.989122660049	5	1	
2400000	45.882933	1	-0.048148701803	0.000545682348	0.985486640980	3	2	
2410000	42.631419	1	-0.015259616903	0.000657011084	0.999109724763	1	1	
2420000	40.760986	1	-0.044237668057	0.000716685287	0.980239304025	4	0	
2430000	45.710412	1	0.081800227458	0.000489031336	0.994983175163	5	2	
2440000	44.455730	1	-0.003724790887	0.000328646670	0.991939112335	7	1	
2450000	44.354261	1	-0.100414613656	0.000459765493	0.969329103157	2	2	
2460000	44.234909	1	-0.094481821688	0.000851814800	0.997217338467	5	0	
2470000	45.240304	1	-0.006307027893	0.000467490004	0.962848463947	3	3	
2480000	43.990897	1	0.066566158613	0.000599429745	0.989734158167	6	2	
2490000	44.537788	1	-0.110455945475	0.000546330407	0.971405818256	1	1	
2500000	45.553469	1	-0.023978096201	0.000575673019	0.980052209453	3	3	
2510000	47.169361	1	-0.025471697689	0.000581832389	0.990642765312	3	1	
2520000	46.376884	1	-0.046727692745	0.000599751276	0.989511360924	5	1	
2530000	45.122474	1	-0.084035648242	0.000436615016	0.990574136019	9	1	
2540000	42.631882	1	-0.018893829901	0.000479326345	0.988304462180	2	3	
2550000	44.177368	1	0.000279745546	0.000835193778	0.977236406693	4	5	
2560000	44.388448	1	-0.099728121272	0.000685201551	0.996515801140	3	0	
2570000	47.524592	1	-0.141134958472	0.000500785816	0.997015763354	6	3	
2580000	40.953109	1	-0.147983066356	0.000553365655	0.970445551889	3	3	
2590000	45.473366	1	0.044408682125	0.000626223728	0.999085073087	2	1	
2600000	47.624014	1	-0.074494605569	0.000338247222	0.993663502462	7	1	
2610000	49.946864	1	-0.007506389277	0.000476782348	0.996065654204	4	1	
2620000	43.850331	1	-0.045505267684	0.000438011376	0.932627685719	5	1	
2630000	44.314542	1	-0.024123060164	0.000425490944	0.953176481585	3	1	
2640000	43.373240	1	-0.006603873175	0.000921600757	0.992414703413	2	1	
2650000	41.631645	1	-0.073869987973	0.000501345968	0.965395273831	6	0	
2660000	44.181802	1	-0.020817544821	0.000675569500	0.989411215629	3	0	
2670000	45.768318	1	-0.026863324836	0.000562440416	0.981241140750	6	1	
2680000	44.345598	1	-0.094493357436	0.000780279515	0.998872725173	2	1	
2690000	41.446060	1	-0.020606329768	0.000671169078	0.993762507684	4	2	
2700000	47.047064	1	-0.063883087878	0.000408961115	0.986528627131	8	3	
2710000	41.877516	1	0.040913704363	0.000487336734	0.904025251378	3	2	
2720000	41.688821	1	0.026246848555	0.000529254233	0.963987722083	2	0	
2730000	46.115943	1	0.006380850406	0.000633214078	0.984895951918	5	1	
